16392,1538,3.73307324075156E-007
16393,93321,2.26511136476057E-005
16394,91126,2.21183375901643E-005
16395,4618,1.12089286253516E-006
16396,23201,5.63140651876963E-006
16397,1926,4.67483684114922E-007
16398,6026,1.46264625154544E-006
16399,1430,3.47093285713571E-007
16400,14514,3.52287548870404E-006
16401,832,2.01945184415169E-007
16402,9648,2.34178742696821E-006
16405,1819,4.4151236833076E-007
16406,1634,3.96608691507675E-007
16407,1263,3.06558615284084E-007
16408,41034,9.95987824193755E-006
16409,5993,1.45463640649051E-006
16410,726,1.76216591208429E-007
18981,83,2.01459739260325E-008
19499,85,2.06314190808766E-008
19504,14,3.39811608390909E-009
19509,58,1.40779094904805E-008
19510,308,7.4758553846E-008
19512,609,1.47818049650045E-007
19513,75,1.82041933066558E-008
19514,639,1.55099726972708E-007
19515,81,1.96605287711883E-008
19520,6,1.45633546453247E-009
19521,6,1.45633546453247E-009
19525,18,4.3690063935974E-009
19541,12,2.91267092906493E-009
19602,16,3.88356123875325E-009
20262,1341,3.25490976323007E-007
20263,4994,1.21215655164586E-006
20264,5229,1.26919635734005E-006
20265,22347,5.42412143765118E-006
20266,102680,2.4922754249699E-005
20267,83462,2.02581117568015E-005
20268,7036,1.70779605474174E-006
20269,10638,2.58208277861607E-006
20270,891,2.16265816483071E-007
20271,5651,1.37162528501216E-006
20272,128,3.1068489910026E-008
20273,2041,4.95396780518461E-007
20827,153,3.71365543455779E-008
20828,823,1.9976068121837E-007
20830,291,7.06322700298247E-008
20844,1024,2.48547919280208E-007
20850,320,7.76712247750649E-008
20851,2011,4.88115103195799E-007
20854,400,9.70890309688312E-008
20855,147,3.56802188810455E-008
20856,1483,0.00000036
20867,1680,4.07773930069091E-007
20868,1532,3.71850988610623E-007
20869,6767,1.6425036814152E-006
20870,1123,2.72577454444994E-007
20871,7479,1.81532215653972E-006
20872,224,5.43698573425455E-008
20873,992,2.40780796802701E-007
20874,2932,7.11662597001533E-007
20875,6389,1.55075454714966E-006
20876,1816,4.40784200598494E-007
20879,760,1.84469158840779E-007
20884,92,2.23304771228312E-008
20885,1052,2.55344151448026E-007
20886,126,3.05830447551818E-008
20887,56,1.35924643356364E-008
20889,41,0.00000001
20892,32,7.76712247750649E-009
20904,98,2.37868125873636E-008
20906,383,0.000000093
20907,9143,2.21921252537006E-006
20908,327,7.93702828170195E-008
20909,1368,0.000000332
20914,3416,8.29140324473818E-007
20915,170,4.12628381617532E-008
20916,8,1.94178061937662E-009
20917,8259,2.00464576692894E-006
20918,2242,5.44184018580299E-007
20919,14606,3.54520596582687E-006
20920,519,0.000000126
20921,1458,3.5388951788139E-007
20922,94778,2.30047604429097E-005
20923,142817,3.46649103396889E-005
20924,43566,1.05744518079702E-005
20925,23,5.58261928070779E-009
20926,44443,1.07873195083694E-005
20927,44685,1.08460583721056E-005
20928,1377,3.34228989110201E-007
20929,427,1.03642540559227E-007
20931,50,1.21361288711039E-008
20933,14493,3.51777831457818E-006
20934,6570,1.59468733366305E-006
20935,572382,0.00013893
20936,825895,0.0002004634
20937,10,2.42722577422078E-009
20939,18,4.3690063935974E-009
20941,7347680,0.0017834478
20942,8,1.94178061937662E-009
20943,2888,0.000000701
20956,62,0.000000015
20972,180,4.3690063935974E-008
20987,8,1.94178061937662E-009
21016,8661,2.10222024305262E-006
21017,450,1.09225159839935E-007
21029,40,9.70890309688312E-009
21030,279,6.77195991007597E-008
21035,2377,0.000000577
21036,630,1.52915223775909E-007
21039,1582,0.000000384
21042,189,4.58745671327727E-008
21043,1740,4.22337284714416E-007
21056,10,2.42722577422078E-009
21057,854,2.07285081118455E-007
21102,57446,1.39434411825887E-005
21103,73,1.77187481518117E-008
21104,571,1.38594591708007E-007
21105,117,2.83985415583831E-008
21106,556,0.000000135
21108,230,5.58261928070779E-008
21109,22,5.33989670328571E-009
21110,81,1.96605287711883E-008
21147,66,0.000000016
21148,50,1.21361288711039E-008
21149,28,6.79623216781818E-009
21153,249,6.04379217780974E-008
21154,3291,7.98800002296059E-007
21155,693,1.682067461535E-007
229427,9,2.1845031967987E-009
,4119929883,
